,Closest City,Country code,Lat,Lng,Temperature,Wind speed,Humidity,Cloudiness,Date
780,praia da vitoria,PT,38.73,-27.07,55.4,39.62,71.0,40.0,1520586000
781,quelimane,MZ,-17.88,36.89,89.18,7.63,87.0,0.0,1520589205
782,mizan teferi,ET,6.99,35.58,85.58,2.71,31.0,68.0,1520589212
784,tateyama,JP,36.66,137.31,39.2,9.17,86.0,75.0,1520586000
785,booue,GA,-0.09,11.94,79.33,2.93,82.0,80.0,1520589153
788,kirillov,RU,59.86,38.38,16.15,7.4,88.0,20.0,1520589066
790,manado,ID,1.49,124.85,82.4,3.36,78.0,20.0,1520587800
793,zyryanka,RU,65.73,150.89,-17.52,3.94,52.0,0.0,1520589067
796,skjervoy,NO,70.03,20.97,12.2,19.46,61.0,0.0,1520585400
802,yulara,AU,-25.24,130.99,73.4,17.22,73.0,75.0,1520586000
808,bangassou,CF,4.74,22.82,86.71,3.15,68.0,0.0,1520589231
817,manaure,CO,11.78,-72.45,79.19,23.29,90.0,64.0,1520589230
821,comodoro rivadavia,AR,-45.87,-67.48,57.2,20.8,47.0,0.0,1520586000
824,turka,RU,49.16,23.03,35.86,10.65,93.0,24.0,1520589067
827,hami,CN,42.84,93.51,64.16,6.4,38.0,0.0,1520589181
829,sitka,US,37.17,-99.65,31.27,2.37,72.0,8.0,1520589103
834,grindavik,IS,63.84,-22.43,28.4,8.05,54.0,0.0,1520587800
836,obidos,BR,39.36,-9.16,59.0,26.4,100.0,75.0,1520587800
839,shimoda,JP,34.7,138.93,57.2,4.7,76.0,75.0,1520584140
840,port hedland,AU,-20.31,118.58,96.8,12.75,30.0,0.0,1520586000
842,bambanglipuro,ID,-7.95,110.28,82.61,5.28,78.0,56.0,1520589159
846,pisco,PE,-13.71,-76.2,69.8,6.93,77.0,0.0,1520586000
847,dwarka,IN,28.58,77.04,89.6,10.29,27.0,12.0,1520586000
850,sioux lookout,CA,50.1,-91.92,19.4,2.24,85.0,90.0,1520586000
856,zhongshu,CN,24.52,103.77,59.8,4.94,53.0,8.0,1520589182
861,husavik,IS,50.56,-96.99,-2.62,4.72,48.0,0.0,1520589172
862,vanimo,PG,-2.67,141.3,81.53,12.66,100.0,36.0,1520589191
868,vestmanna,FO,62.16,-7.17,37.4,6.93,86.0,92.0,1520587200
874,port blair,IN,11.67,92.75,84.55,7.52,100.0,0.0,1520589077
878,the valley,AI,18.22,-63.06,77.0,9.17,83.0,40.0,1520586000
879,los llanos de aridane,ES,28.66,-17.92,73.4,20.8,60.0,20.0,1520588340
880,valdosta,US,30.83,-83.28,37.4,3.38,86.0,1.0,1520588100
890,mehamn,NO,71.03,27.85,10.4,14.99,72.0,0.0,1520585400
892,acapulco,MX,16.86,-99.88,75.2,3.04,88.0,5.0,1520584860
893,gornopravdinsk,RU,60.06,69.92,13.94,3.94,68.0,88.0,1520589068
897,belmonte,BR,40.36,-7.35,50.62,13.22,98.0,100.0,1520589026
898,tucumcari,US,35.17,-103.73,44.6,11.41,22.0,1.0,1520585580
903,chapais,CA,49.78,-74.86,21.2,10.29,85.0,90.0,1520587140
906,yeppoon,AU,-23.13,150.74,78.8,10.29,61.0,80.0,1520586000
914,neustadt,DE,47.05,8.31,51.8,2.24,45.0,75.0,1520587200
915,gerash,IR,27.67,54.14,78.8,4.7,22.0,0.0,1520586000
916,tandalti,SD,13.01,31.87,99.53,9.98,20.0,0.0,1520589215
917,klamath falls,US,42.22,-121.78,39.2,6.93,86.0,90.0,1520585580
919,pouembout,NC,-21.12,164.9,73.16,9.42,97.0,92.0,1520589233
924,zhireken,RU,52.82,117.29,8.5,3.15,60.0,68.0,1520589068
926,najran,SA,17.54,44.22,84.2,6.93,12.0,0.0,1520586000
938,lompoc,US,34.64,-120.46,55.4,3.71,93.0,90.0,1520588340
942,erzin,RU,36.95,36.2,71.6,13.87,46.0,75.0,1520587200
943,hofn,IS,64.25,-15.21,30.2,12.75,50.0,0.0,1520586000
946,roma,AU,41.89,12.48,59.0,2.24,76.0,0.0,1520587200
951,gorbatov,RU,56.13,43.06,21.2,4.47,41.0,0.0,1520586000
956,nagyszenas,HU,46.68,20.67,46.4,13.87,70.0,0.0,1520586900
958,namatanai,PG,-3.66,152.44,83.33,13.11,98.0,48.0,1520589191
959,mpigi,UG,0.23,32.32,78.8,9.17,74.0,20.0,1520587800
961,stadthagen,DE,52.33,9.21,42.8,13.87,75.0,75.0,1520587200
963,toktogul,KG,41.87,72.95,36.85,2.37,82.0,92.0,1520589235
965,calama,CL,-22.46,-68.93,46.4,14.99,61.0,0.0,1520586000
966,dillon,US,45.22,-112.64,26.6,8.05,79.0,1.0,1520585580
967,pestravka,RU,52.4,49.95,19.48,14.23,90.0,0.0,1520589069
972,gizo,SB,31.8,34.94,66.2,16.11,59.0,40.0,1520587200
975,tucupita,VE,9.06,-62.05,77.8,8.08,76.0,64.0,1520589235
976,lodwar,KE,3.12,35.6,91.93,10.09,37.0,0.0,1520589236
980,tarime,TZ,-1.35,34.38,80.5,3.38,79.0,0.0,1520589236
981,leh,IN,34.16,77.58,4.13,1.59,85.0,76.0,1520589077
982,mayumba,GA,-3.44,10.65,82.66,4.61,93.0,8.0,1520589153
984,mount gambier,AU,-37.83,140.78,74.96,5.61,42.0,0.0,1520589042
988,luau,AO,-10.7,22.23,83.78,3.27,58.0,12.0,1520589215
991,talaya,RU,55.79,84.89,12.41,8.63,79.0,44.0,1520589070
992,mildura,AU,-34.18,142.16,82.48,7.63,31.0,0.0,1520589042
993,xuddur,SO,4.12,43.89,89.68,17.02,25.0,0.0,1520589185
994,benjamin constant,BR,-4.38,-70.03,75.2,2.37,100.0,40.0,1520586000
995,nalut,LY,31.86,10.98,66.82,5.39,53.0,0.0,1520589131
1002,barra patuca,HN,15.8,-84.28,78.29,13.67,88.0,56.0,1520589237
1011,luganville,VU,-15.51,167.18,80.99,21.39,100.0,92.0,1520589224
1016,maturin,VE,9.75,-63.18,77.03,7.18,70.0,64.0,1520589236
1017,altamira,BR,-3.2,-52.21,72.98,3.15,97.0,92.0,1520589028
1022,kupang,ID,-10.16,123.6,81.58,10.76,97.0,92.0,1520589160
1028,tyazhinskiy,RU,56.11,88.52,16.51,5.28,61.0,24.0,1520589070
1029,daliao,PH,22.61,120.4,66.2,4.7,59.0,75.0,1520586000
1031,tasiilaq,GL,65.61,-37.64,17.6,2.24,85.0,76.0,1520585400
1032,gonzales,US,36.51,-121.44,53.6,4.7,100.0,90.0,1520588400
1034,okhotsk,RU,59.36,143.24,7.46,5.61,93.0,44.0,1520589070
1035,moissala,TD,8.34,17.77,95.39,11.21,38.0,8.0,1520589237
1037,anadyr,RU,64.73,177.51,-13.01,11.18,75.0,40.0,1520586000
1047,kutahya,TR,39.42,29.98,50.0,5.82,71.0,75.0,1520585400
1055,belyy yar,RU,53.6,91.39,15.8,2.24,61.0,0.0,1520586000
1058,farah,AF,32.37,62.11,73.66,4.94,69.0,68.0,1520589238
1061,raudeberg,NO,61.99,5.14,35.6,6.93,100.0,75.0,1520587200
1065,alta floresta,BR,-9.87,-56.08,73.3,1.81,95.0,64.0,1520589028
1074,kaohsiung,TW,22.62,120.31,66.2,4.7,59.0,75.0,1520586000
1076,lagoa,PT,37.14,-8.45,60.8,23.04,93.0,75.0,1520587800
1078,maragogi,BR,-9.01,-35.22,74.92,6.85,99.0,12.0,1520589028
1089,esperance,AU,10.24,-61.45,78.25,8.19,79.0,92.0,1520589042
1093,yeniseysk,RU,58.45,92.17,13.27,6.17,64.0,56.0,1520589072
1095,buzdyak,RU,54.57,54.53,15.79,6.73,88.0,0.0,1520589072
1099,linqiong,CN,30.42,103.46,73.4,4.47,31.0,20.0,1520586000
1110,port hardy,CA,50.7,-127.42,33.8,9.17,97.0,40.0,1520586000
1121,guanambi,BR,-14.22,-42.78,67.58,3.15,96.0,76.0,1520589029
1123,mount vernon,US,37.94,-87.9,26.6,3.04,100.0,1.0,1520588100
1133,manavalakurichi,IN,8.13,77.3,89.6,8.05,66.0,40.0,1520586000
1134,tra vinh,VN,9.93,106.35,91.61,9.86,48.0,0.0,1520589232
1135,bridge of weir,GB,55.86,-4.58,42.8,16.11,81.0,36.0,1520587200
1137,vigrestad,NO,58.57,5.7,33.8,5.82,69.0,75.0,1520587200
1140,carnot,CF,4.94,15.87,77.66,6.62,92.0,12.0,1520589231
1148,brandon,US,43.59,-96.57,26.6,5.82,79.0,90.0,1520588100
1149,charlestown,KN,41.38,-71.64,35.6,4.7,100.0,90.0,1520588100
1151,san vicente de canete,PE,-13.08,-76.38,62.77,1.7,90.0,48.0,1520589209
1152,bereda,SO,43.27,-7.54,60.8,11.41,77.0,75.0,1520587800
1161,america dourada,BR,-11.46,-41.44,69.34,3.38,97.0,92.0,1520589029
1164,turayf,SA,31.68,38.65,64.4,27.51,39.0,0.0,1520586000
1173,daru,PG,7.99,-10.85,76.49,4.5,83.0,0.0,1520589191
1177,skoghall,SE,59.32,13.47,23.0,8.05,92.0,40.0,1520587200
1179,baghdad,IQ,33.3,44.38,75.2,11.41,36.0,32.0,1520586000
1184,nipawin,CA,53.36,-104.02,-11.21,3.36,83.0,1.0,1520586000
1189,mao,TD,19.55,-71.08,69.8,1.14,100.0,75.0,1520586000
1193,scarborough,GB,54.28,-0.41,41.0,3.36,86.0,20.0,1520585400
1194,ampanihy,MG,-24.69,44.75,94.81,7.74,36.0,0.0,1520589031
1196,saint george,BM,39.45,22.34,59.0,6.93,47.0,0.0,1520587200
1202,sabinas hidalgo,MX,26.51,-100.18,54.58,5.61,94.0,32.0,1520589150
1203,kahului,US,20.89,-156.47,64.4,8.05,88.0,75.0,1520585760
1205,mecca,SA,21.43,39.83,93.2,2.24,36.0,0.0,1520586000
1207,torrington,US,42.06,-104.18,42.8,11.41,38.0,1.0,1520585580
1211,solnechnyy,RU,50.72,136.64,9.22,9.98,63.0,48.0,1520589072
1216,hamilton,BM,32.3,-64.78,66.2,17.22,77.0,90.0,1520585700
1224,ashington,GB,55.18,-1.57,39.2,9.17,64.0,0.0,1520587200
1228,vao,NC,59.1,26.19,32.44,8.75,91.0,76.0,1520589233
1229,roald,NO,62.58,6.12,35.6,5.82,93.0,75.0,1520587200
1230,kamenka,RU,53.19,44.05,17.86,10.42,85.0,0.0,1520589073
1239,epe,NG,52.18,7.04,41.0,12.75,80.0,75.0,1520587200
1248,uarini,BR,-2.98,-65.16,73.66,2.71,98.0,68.0,1520589030
1253,valentin gomez farias,MX,24.05,-104.7,48.82,4.72,62.0,0.0,1520589151
1254,manoel urbano,BR,-8.84,-69.26,73.93,2.15,96.0,32.0,1520589030
1256,sassandra,CI,4.95,-6.09,81.31,4.72,94.0,24.0,1520589242
1261,gatesville,US,31.44,-97.74,53.6,12.55,81.0,1.0,1520586900
1283,mercedes,AR,-33.25,-58.03,63.22,3.38,78.0,68.0,1520589087
1289,mangai,CD,-4.07,19.59,77.98,2.82,88.0,80.0,1520589202
1290,kaduqli,SD,11.01,29.72,100.16,4.83,26.0,0.0,1520589216
1295,nyurba,RU,63.29,118.35,1.48,4.16,60.0,8.0,1520589073
1296,smithers,CA,54.78,-127.17,17.6,1.92,92.0,20.0,1520586000
1302,tonota,BW,-21.44,27.46,80.6,3.36,65.0,75.0,1520586000
1311,ozernovskiy,RU,51.5,156.52,29.47,19.93,86.0,92.0,1520589074
1312,sept-iles,CA,50.2,-66.38,26.6,23.04,73.0,90.0,1520586000
1316,port hawkesbury,CA,45.62,-61.36,32.0,13.87,92.0,90.0,1520586000
1317,magnor,NO,59.95,12.2,24.74,4.27,77.0,64.0,1520589196
1320,richards bay,ZA,-28.77,32.06,74.56,13.0,68.0,8.0,1520589085
1322,abancay,PE,-13.64,-72.88,43.69,0.69,95.0,88.0,1520589209
1327,ostersund,SE,63.18,14.64,15.8,5.82,78.0,90.0,1520587200
1337,uniontown,US,39.9,-79.72,24.8,6.93,79.0,90.0,1520586960
1346,manjacaze,MZ,-24.71,33.88,75.23,16.35,94.0,68.0,1520589213
1347,cabo san lucas,MX,22.89,-109.91,68.93,5.73,100.0,0.0,1520589151
1348,dzilam gonzalez,MX,21.28,-88.93,68.98,3.83,79.0,32.0,1520589152
1352,kokopo,PG,-4.34,152.27,80.36,7.4,100.0,64.0,1520589192
1371,eluru,IN,16.71,81.12,93.2,3.36,49.0,0.0,1520586000
1376,berezovyy,RU,51.67,135.7,3.46,4.94,53.0,0.0,1520589074
1384,ust-nera,RU,64.57,143.24,-22.02,1.14,29.0,8.0,1520589075
1390,korhogo,CI,9.46,-5.63,83.92,8.75,64.0,20.0,1520589243
1396,lancaster,US,40.04,-76.31,33.8,8.05,74.0,40.0,1520586900
1398,jiuquan,CN,39.73,98.49,44.23,3.04,72.0,0.0,1520589182
